"","latitude","longitude","brightness","acq_date","acq_time","confidence","bright_t31","frp"
"1",35.133,-119.8025,303.7,2010-01-12,"1851",49,292.4,3.3
"2",35.1314,-119.7917,333.9,2010-01-12,"1851",89,296,31.9
"3",35.1226,-119.7936,306.5,2010-01-12,"1851",62,293.8,5.3
"4",36.2367,-120.2348,304.1,2010-01-12,"1851",48,288.1,5.3
"5",36.2352,-120.2237,306,2010-01-12,"1851",56,287.4,6.6
"6",36.2262,-120.2256,303,2010-01-12,"1851",32,287.3,4.7
"7",35.5693,-120.3373,314.6,2010-01-12,"1851",75,291.4,11.8
"8",35.5677,-120.3263,316.5,2010-01-12,"1851",77,290.5,13.4
"9",34.4429,-119.2047,306.9,2010-01-12,"1851",64,289.5,7.5
"10",34.4446,-119.2154,311.9,2010-01-12,"1851",72,289.8,10.9
"11",34.3958,-118.9574,324,2010-01-12,"1852",83,292.8,21.1
"12",34.3941,-118.9465,306,2010-01-12,"1852",63,292.4,5.7
"13",34.4726,-119.8304,306.8,2010-01-12,"1852",64,290.7,6.2
"14",34.471,-119.8197,314.8,2010-01-12,"1852",75,291.6,12.4
"15",38.8275,-120.675,301.5,2010-01-14,"1838",47,281.4,13.1
"16",38.9923,-119.9321,304,2010-01-14,"1838",25,272.4,15.2
"17",34.0921,-117.5274,305.6,2010-01-14,"1839",48,293.2,4.7
"18",33.9659,-117.4818,320.7,2010-01-14,"1839",80,293.9,16.8
"19",33.9644,-117.4711,307,2010-01-14,"1839",64,293.2,5.5
"20",37.464,-121.5229,323.4,2010-01-16,"1826",82,281.2,88.7
"21",33.2593,-117.2356,303,2010-01-16,"1827",54,291.5,4.7
"22",34.0946,-117.5267,304.8,2010-01-28,"1851",60,290.2,5
"23",36.0119,-119.982,307.3,2010-01-28,"1851",65,288.9,7.4
"24",33.6481,-116.1007,307.5,2010-01-28,"1852",65,291.5,8.6
"25",33.648,-116.0929,303.8,2010-01-28,"1852",47,291.1,5.4
"26",34.3954,-118.9345,301,2010-02-03,"1815",44,289.5,14.1
"27",36.2149,-121.2374,310.5,2010-02-13,"1851",70,288.9,10.9
"28",38.9347,-121.9948,300.9,2010-02-16,"1921",43,286.6,5.9
"29",36.5799,-121.4722,300.6,2010-02-16,"1922",26,284.3,4.9
"30",33.5951,-116.0704,313.7,2010-02-17,"1827",33,299.5,5.8
"31",33.5936,-116.0587,316.1,2010-02-17,"1827",57,300,7.9
"32",33.5858,-116.0721,317.9,2010-02-17,"1827",71,299.5,9.9
"33",33.5843,-116.0604,312.8,2010-02-17,"1827",24,299,4.9
"34",33.0528,-116.658,310.5,2010-02-17,"1827",55,292.1,9.4
"35",40.6662,-121.9381,300.2,2010-02-18,"1908",27,289.9,3.2
"36",40.6644,-121.9264,312.2,2010-02-18,"1908",72,290.2,11
"37",40.6555,-121.9287,301.9,2010-02-18,"1908",18,289.8,3.8
"38",41.7274,-122.6032,301.2,2010-02-18,"1908",45,288.9,4.9
"39",42.1516,-124.28,300.9,2010-02-18,"1908",43,285.4,6.8
"40",36.7144,-118.1249,306.4,2010-02-18,"1909",51,293.5,7.4
"41",36.6608,-118.0925,309.6,2010-02-18,"1909",64,291.6,12.7
"42",39.7717,-121.4945,302.2,2010-02-18,"1909",44,286.9,5.3
"43",38.8139,-121.1357,301.9,2010-02-18,"1909",50,291.2,4.2
"44",38.8119,-121.1236,302.3,2010-02-18,"1909",45,290.8,4.3
"45",37.8744,-120.216,304.4,2010-02-18,"1909",59,288.1,8.5
"46",37.8721,-120.2031,315.5,2010-02-18,"1909",72,289.6,18.6
"47",34.3984,-118.9417,302.7,2010-02-18,"1910",48,289.5,7.7
"48",34.4018,-118.959,302.3,2010-02-18,"1910",47,288.8,7.6
"49",33.4007,-116.8483,309.1,2010-02-18,"1910",48,288.5,28
"50",41.8566,-121.8633,305.9,2010-02-19,"1951",53,282.3,40.3
"51",41.8572,-121.8678,303,2010-02-19,"1951",41,282.4,35.4
"52",36.8795,-120.1579,301.3,2010-02-20,"1857",44,289.2,3.1
"53",34.0972,-117.3894,300.5,2010-02-22,"1845",27,287.3,2.8
"54",34.3944,-118.947,308.9,2010-02-22,"1845",58,290.7,8
"55",34.3959,-118.9577,313.8,2010-02-22,"1845",74,291.1,11.7
"56",42.5002,-120.1298,309.3,2010-02-25,"1914",68,281.3,14.3
"57",42.5096,-120.1266,333.5,2010-02-25,"1914",89,284.9,45.3
"58",35.5591,-119.1729,306.7,2010-03-03,"1839",62,292.9,6
"59",35.5576,-119.1605,305,2010-03-03,"1839",52,291.7,4.6
"60",36.0792,-120.0294,305.8,2010-03-03,"1839",22,284.9,10
"61",36.6613,-118.0941,325.3,2010-03-08,"1857",82,297.2,21.2
"62",36.6591,-118.0815,318.9,2010-03-08,"1857",57,294.6,12.4
"63",36.6554,-118.0885,324.9,2010-03-08,"1857",68,297,23.3
"64",35.8793,-119.1559,303.2,2010-03-10,"1845",49,288.5,4.4
"65",34.097,-117.3885,305.7,2010-03-10,"1846",61,291.9,2.8
"66",36.658,-118.0747,307.3,2010-03-11,"1928",55,291.5,23.7
"67",37.2741,-120.8499,311.7,2010-03-11,"1928",72,289,29.6
"68",37.2694,-120.8279,302.9,2010-03-11,"1928",54,289.1,13.7
"69",36.6224,-119.2699,305.4,2010-03-12,"1833",60,289.9,9
"70",34.2579,-118.9293,313.8,2010-03-12,"1833",68,295.8,10.8
"71",39.9819,-122.0624,303.9,2010-03-15,"1902",58,292.7,4.3
"72",42.9804,-120.7557,313.5,2010-03-15,"1902",72,289.9,10.7
"73",37.3853,-120.6658,304.4,2010-03-15,"1903",59,291.1,4.5
"74",36.9143,-120.5618,305,2010-03-15,"1903",40,284.4,5.3
"75",36.5718,-120.0022,303,2010-03-15,"1903",43,285.7,4
"76",36.6335,-119.4464,306.3,2010-03-15,"1903",63,289,6
"77",39.5727,-122.0392,309.7,2010-03-15,"1903",69,295.5,5.6
"78",39.5744,-122.0508,325.8,2010-03-15,"1903",84,297,20.3
"79",36.6531,-119.3885,301.7,2010-03-15,"1903",24,284.5,3.4
"80",42.9816,-120.7637,306.2,2010-03-16,"1944",40,289.2,27.5
"81",42.512,-120.1237,328.3,2010-03-17,"1849",86,290.4,31.1
"82",42.5076,-120.1306,303,2010-03-17,"1849",29,288.5,6
"83",39.467,-122.2742,311.6,2010-03-17,"1850",51,297,9.4
"84",40.1857,-122.1656,309.3,2010-03-17,"1850",67,295.3,9.4
"85",40.1866,-122.1714,305.5,2010-03-17,"1850",29,295.2,5.4
"86",39.3529,-121.646,307.7,2010-03-17,"1850",66,292.4,7
"87",39.3481,-121.6056,306.3,2010-03-17,"1850",57,292.2,6.3
"88",39.3513,-121.6325,306.7,2010-03-17,"1850",64,293.1,6.1
"89",33.798,-117.595,317.7,2010-03-17,"1852",64,296.9,14.6
"90",33.7959,-117.583,328.4,2010-03-17,"1852",80,297.3,27.9
"91",34.0948,-117.3848,316.3,2010-03-17,"1852",64,304.4,3.7
"92",42.1783,-121.4403,308.7,2010-03-18,"1932",67,294.6,14
"93",42.1741,-121.4204,326.8,2010-03-18,"1932",85,293.5,51.2
"94",42.7161,-120.7083,309.6,2010-03-18,"1932",36,284,27
"95",42.7111,-120.7179,309,2010-03-18,"1932",57,279.6,28.6
"96",35.0223,-119.2692,310.9,2010-03-18,"1934",60,297.1,42
"97",39.6069,-122.0916,317.5,2010-03-19,"1838",78,296.5,26.4
"98",39.5759,-122.0117,308.4,2010-03-19,"1838",50,295.9,10.8
"99",39.5832,-122.0949,314.9,2010-03-19,"1838",63,298.1,19.1
"100",41.096,-121.5068,309.2,2010-03-19,"1838",68,289.9,18.9
"101",41.0942,-121.4861,301.5,2010-03-19,"1838",36,289.5,7.6
"102",39.2126,-121.6239,313.1,2010-03-19,"1838",72,295.9,18.3
"103",39.1459,-121.6533,313.5,2010-03-19,"1838",72,299.7,15.2
"104",39.1485,-121.6599,311,2010-03-19,"1838",54,299.5,10
"105",40.4678,-122.2803,305.5,2010-03-19,"1838",46,294.9,9.8
"106",40.4638,-122.288,306.9,2010-03-19,"1838",61,296.1,12.3
"107",35.1842,-118.8033,319.4,2010-03-19,"1839",41,300.5,11.2
"108",36.1561,-119.0084,311.2,2010-03-19,"1839",58,297.2,7.8
"109",36.1876,-119.1054,328.1,2010-03-19,"1839",83,297,26.6
"110",36.1892,-119.118,312.2,2010-03-19,"1839",65,296,7.8
"111",36.6003,-119.3197,311.1,2010-03-19,"1839",58,297.4,8.2
"112",42.1164,-121.6376,356.2,2010-03-22,"1908",98,285,77.5
"113",42.1146,-121.6256,308.1,2010-03-22,"1908",64,282.8,9.5
"114",39.4839,-122.2857,318.6,2010-03-22,"1909",77,295.6,13.5
"115",39.475,-122.2879,315.1,2010-03-22,"1909",56,294.4,10.7
"116",39.0086,-122.0291,306.2,2010-03-22,"1909",59,295.2,4.5
"117",36.5802,-121.4782,317.6,2010-03-22,"1909",75,298.4,12
"118",38.5168,-120.729,305,2010-03-22,"1909",60,291.6,6.2
"119",37.953,-121.357,305.5,2010-03-22,"1909",0,291.9,3.6
"120",36.6663,-119.4663,312.8,2010-03-22,"1909",59,297.7,9.8
"121",37.4028,-119.7473,304.3,2010-03-22,"1909",52,291,7.8
"122",39.2928,-122.0098,315.7,2010-03-22,"1909",66,292.8,11.8
"123",39.291,-121.9981,310.5,2010-03-22,"1909",66,292.1,7.6
"124",35.947,-119.3242,318.3,2010-03-22,"1910",55,298.3,19.3
"125",35.9441,-119.3089,325.4,2010-03-22,"1910",81,296.1,30.9
"126",35.9338,-119.3119,320.9,2010-03-22,"1910",72,297.6,24.1
"127",42.4971,-120.1365,310.5,2010-03-23,"1813",55,281.5,62.3
"128",42.5016,-120.1021,301.7,2010-03-23,"1813",35,285.4,30.6
"129",42.5033,-120.1417,308.2,2010-03-23,"1813",67,280.8,57
"130",33.405,-116.8503,321.4,2010-03-23,"1815",77,294,35.7
"131",39.4243,-121.7428,306.4,2010-03-23,"1951",63,293,32.3
"132",41.2674,-121.5121,301.8,2010-03-23,"1951",49,279.1,34.7
"133",40.1632,-123.2913,310.8,2010-03-24,"1856",70,289,12.7
"134",41.2599,-121.5088,330.9,2010-03-24,"1856",82,292,31.6
"135",41.2507,-121.5109,304.2,2010-03-24,"1856",32,291.7,4.4
"136",41.0731,-121.4854,304.6,2010-03-24,"1856",56,292.5,3.9
"137",41.0715,-121.4729,307.6,2010-03-24,"1856",57,292.2,5.8
"138",40.1623,-123.2977,304.9,2010-03-24,"1856",54,289.6,7.5
"139",39.9632,-122.2222,311.9,2010-03-24,"1856",72,294.6,9.2
"140",39.0585,-122.9871,307.9,2010-03-24,"1857",64,292.7,8.4
"141",39.1802,-121.7037,312.9,2010-03-24,"1857",73,295.7,8.3
"142",39.2669,-121.8774,307,2010-03-24,"1857",60,295,5.3
"143",38.8498,-121.7748,322.6,2010-03-24,"1857",82,295.2,17.7
"144",38.1657,-121.9633,314.5,2010-03-24,"1857",0,293.1,12.3
"145",38.6673,-121.9976,312.2,2010-03-24,"1857",60,296.8,8.1
"146",38.8322,-122.1934,321.2,2010-03-24,"1857",81,295.1,18.7
"147",38.8306,-122.181,327.9,2010-03-24,"1857",85,295.4,26.7
"148",38.8378,-122.1854,346.4,2010-03-24,"1857",94,295.9,57.2
"149",38.8362,-122.1729,311.4,2010-03-24,"1857",66,295.3,7.8
"150",38.339,-120.4926,308,2010-03-24,"1857",58,285.3,8.6
"151",38.1893,-121.1888,300.6,2010-03-24,"1857",34,281,4.4
"152",38.8278,-120.7476,316.2,2010-03-24,"1857",76,279.2,16.5
"153",38.8262,-120.7361,366.4,2010-03-24,"1857",100,280.4,108.1
"154",36.8932,-119.9734,300.1,2010-03-24,"1857",29,279,4.6
"155",36.634,-119.4414,308.9,2010-03-24,"1857",68,288,5.8
"156",37.8026,-118.5245,304.3,2010-03-24,"1857",58,276.5,8.2
"157",36.0983,-118.9943,310.3,2010-03-24,"1857",70,284.5,10.6
"158",39.3356,-122.9257,300.8,2010-03-24,"1857",18,290.7,4.5
"159",39.3095,-122.2087,361.2,2010-03-24,"1857",100,303.1,93
"160",39.3111,-122.2211,371.6,2010-03-24,"1857",100,303,129.3
"161",33.4078,-116.8532,323.9,2010-03-24,"1858",78,293.3,33.6
"162",39.9746,-122.2307,301.1,2010-03-26,"1844",44,289.3,5.8
"163",39.9712,-122.2202,302.6,2010-03-26,"1844",53,289.8,7
"164",38.4638,-122.37,302.1,2010-03-26,"1844",31,289.6,6.8
"165",38.4655,-122.3875,303.3,2010-03-26,"1844",46,290.2,7.5
"166",39.6093,-122.1036,320.5,2010-03-26,"1844",80,292.8,27
"167",36.0628,-119.1202,311.5,2010-03-26,"1845",57,288.3,7.1
"168",35.0643,-120.4617,310.3,2010-03-26,"1845",63,295.8,8.3
"169",35.4161,-118.3252,310,2010-03-26,"1845",25,283.1,9.9
"170",35.4146,-118.3144,317.6,2010-03-26,"1845",69,284.2,15.8
"171",37.9514,-121.3598,305,2010-03-26,"1845",18,291.3,4.5
"172",37.7755,-120.8931,310.7,2010-03-26,"1845",69,293.1,9.1
"173",34.0924,-117.3876,311,2010-03-26,"1845",53,298.3,2.2
"174",41.6629,-122.5846,306.2,2010-03-27,"1926",41,282.8,9.1
"175",41.6622,-122.5752,310.1,2010-03-27,"1926",51,284.4,12.4
"176",39.401,-122.232,317.1,2010-03-27,"1927",77,295,19.8
"177",39.3914,-121.7672,328.5,2010-03-27,"1927",86,298.2,41.5
"178",39.4023,-121.7636,314.2,2010-03-27,"1927",74,297.9,13.2
"179",39.3659,-122.2254,310.4,2010-03-27,"1927",60,293.5,10.9
"180",39.395,-121.785,310.6,2010-03-27,"1927",52,296.9,8
"181",39.3977,-122.2151,313.5,2010-03-27,"1927",63,294.5,14.4
"182",41.5667,-122.9596,300.4,2010-03-27,"1927",34,278.1,7.9
"183",39.1634,-121.74,309.1,2010-03-27,"1927",63,295.7,10.5
"184",39.1597,-121.7219,321.3,2010-03-27,"1927",81,297.8,30.6
"185",39.1603,-121.7273,324.6,2010-03-27,"1927",83,297.8,36
"186",39.133,-121.4754,309.7,2010-03-27,"1927",69,293.8,15
"187",39.4753,-122.0752,329.2,2010-03-27,"1927",86,293,42.5
"188",37.5861,-120.8162,309.4,2010-03-27,"1927",67,294.2,16.3
"189",36.5933,-119.5966,313,2010-03-27,"1928",70,300.5,18.3
"190",36.5994,-119.6235,315.3,2010-03-27,"1928",73,300.3,24
"191",36.3442,-118.8367,303.6,2010-03-27,"1928",40,285.9,28.2
"192",39.0374,-120.1365,342.4,2010-03-29,"1915",70,279.5,76.6
"193",39.0273,-120.1395,318.6,2010-03-29,"1915",65,277,29.4
"194",38.4977,-120.6339,301.1,2010-03-29,"1915",0,268.3,11.7
"195",37.7095,-120.6838,325.4,2010-03-29,"1915",84,283.6,34.5
"196",37.5625,-120.7956,315.5,2010-03-29,"1915",76,295.7,14.9
"197",36.3448,-118.8343,309.3,2010-03-29,"1915",59,286.5,22.1
"198",39.5984,-122.1177,311.2,2010-03-30,"1957",47,290.3,82.9
"199",39.6013,-122.1111,310.7,2010-03-30,"1957",43,290.2,80
"200",35.7348,-119.3045,309,2010-03-31,"1903",34,288.5,9.2
"201",37.424,-120.7218,305.7,2010-03-31,"1903",46,289.6,4.8
"202",37.7137,-121.392,308.8,2010-03-31,"1903",29,294.2,6
"203",38.6664,-119.4712,302.2,2010-04-01,"1807",24,285.1,30.3
"204",34.3863,-118.9063,314.2,2010-04-02,"1852",22,300.4,6.9
"205",37.4914,-120.6544,301,2010-04-05,"1921",34,284.1,11
"206",34.606,-120.3464,305.5,2010-04-06,"1827",32,294.4,11.8
"207",34.2867,-118.9822,308.5,2010-04-06,"1827",48,297,8.2
"208",41.8222,-121.4191,317,2010-04-07,"1908",63,303.6,6.6
"209",42.1643,-121.4127,322.3,2010-04-07,"1908",82,291.6,18.1
"210",42.1625,-121.4008,346.2,2010-04-07,"1908",94,292.5,53.2
"211",42.133,-119.8939,314.5,2010-04-07,"1908",58,294.9,11.5
"212",38.4325,-119.1236,317.6,2010-04-07,"1909",67,298.5,14
"213",40.1069,-122.1917,304.2,2010-04-07,"1909",55,291.6,3.3
"214",39.5687,-121.8287,324.2,2010-04-07,"1909",83,302.8,12.8
"215",38.4078,-122.5212,305.3,2010-04-07,"1909",38,295.1,4.1
"216",37.9532,-121.3577,309.9,2010-04-07,"1909",0,295.5,4.8
"217",39.5989,-122.116,308.2,2010-04-08,"1813",55,292.9,48.1
"218",41.8225,-122.5223,301.4,2010-04-09,"1856",25,285.7,4.1
"219",37.5839,-120.6336,307.4,2010-04-09,"1857",48,296.2,5.5
"220",36.1665,-119.5314,311.5,2010-04-09,"1857",53,300.4,6.8
"221",36.4728,-119.6506,315,2010-04-09,"1857",57,298.6,7.2
"222",37.5096,-121.1412,310.2,2010-04-09,"1857",46,296.9,5
"223",36.4965,-120.3424,314.2,2010-04-09,"1857",50,299.3,6.6
"224",36.6674,-119.2975,319.5,2010-04-09,"1857",66,296.8,13.6
"225",36.6692,-119.3089,337.2,2010-04-09,"1857",89,298.7,36.7
"226",36.5825,-119.2943,349.1,2010-04-09,"1857",95,298.5,58
"227",36.5916,-119.2921,344.8,2010-04-09,"1857",93,298.9,48.9
"228",34.4012,-118.7765,318.4,2010-04-09,"1858",40,306.5,11.8
"229",34.6005,-117.1976,312.6,2010-04-11,"1845",23,297.8,3.4
"230",34.1741,-119.1021,321.6,2010-04-13,"1833",75,294.3,21.7
"231",36.4704,-119.5636,309.4,2010-04-14,"1915",62,294.2,10.8
"232",34.1687,-119.1222,317.9,2010-04-14,"1916",74,293.5,29.2
"233",34.1644,-119.1015,313.3,2010-04-14,"1916",67,294,20.5
"234",42.5245,-120.134,348.5,2010-04-15,"1819",95,290.8,266.7
"235",42.5227,-120.0998,310.3,2010-04-15,"1819",68,290,37.8
"236",42.5228,-120.1414,344.6,2010-04-15,"1819",94,290,232.4
"237",42.5209,-120.1078,321.8,2010-04-15,"1819",81,290.6,83.2
"238",34.3878,-118.7143,312.1,2010-04-15,"1821",51,296.4,17.4
"239",34.3945,-118.7203,312.5,2010-04-15,"1821",53,296.2,17.2
"240",33.6446,-117.383,313.8,2010-04-15,"1821",49,296.1,14.9
"241",42.5173,-120.1148,307,2010-04-15,"1956",53,291.6,52.4
"242",42.5155,-120.12,307.7,2010-04-15,"1956",55,291.3,56.4
"243",39.4808,-118.7676,321.3,2010-04-16,"1902",70,305.6,8.8
"244",36.4891,-119.2773,316,2010-04-16,"1903",66,294.5,11.7
"245",36.3134,-119.1067,314.2,2010-04-16,"1903",62,295.8,10.6
"246",35.7244,-119.2174,323.9,2010-04-16,"1903",77,301.4,17.9
"247",35.8832,-119.177,312.8,2010-04-16,"1903",54,298.2,7.1
"248",37.5886,-120.634,306.9,2010-04-16,"1903",57,296,5.6
"249",38.3668,-120.6949,303.4,2010-04-16,"1903",22,291.1,4.1
"250",37.9524,-121.0644,318.8,2010-04-16,"1903",76,298,11.2
"251",37.9443,-121.0723,314,2010-04-16,"1903",55,301.4,6.8
"252",37.9787,-120.4099,304,2010-04-16,"1903",43,291.6,3.3
"253",37.0148,-121.3463,307.7,2010-04-16,"1903",50,295.3,6.2
"254",37.382,-119.605,312,2010-04-16,"1903",66,289.9,12.6
"255",42.6447,-121.9896,315.1,2010-04-18,"1849",75,298.2,12.8
"256",38.4584,-120.8101,309.8,2010-04-18,"1850",60,295.6,7.1
"257",39.1259,-119.9379,350.6,2010-04-18,"1850",72,291.1,66.5
"258",39.1169,-119.9398,320.9,2010-04-18,"1850",53,288.9,20.5
"259",35.7239,-119.1678,323.1,2010-04-18,"1851",68,307.3,9.4
"260",35.7222,-119.1569,331.3,2010-04-18,"1851",82,306.6,19.2
"261",34.0972,-117.3875,322.2,2010-04-18,"1851",69,308.3,6
"262",39.118,-119.9415,302.4,2010-04-19,"0555",49,277.4,10.5
"263",39.5553,-122.0229,328.8,2010-04-19,"1933",76,284.7,53.4
"264",36.419,-119.8239,313.7,2010-04-19,"1934",63,297.8,29
"265",40.1076,-122.1927,310,2010-04-23,"1908",69,295.1,5.7
"266",42.1357,-124.272,311.9,2010-04-23,"1908",72,291.6,11.1
"267",42.1341,-124.2596,315.8,2010-04-23,"1908",76,292.3,14.8
"268",36.6461,-119.3499,307.3,2010-04-23,"1909",52,293.6,7.7
"269",39.5335,-123.7612,307.3,2010-04-23,"1909",15,297,7
"270",38.6295,-121.9225,317.4,2010-04-23,"1909",60,298.5,11
"271",37.9533,-121.3608,312.9,2010-04-23,"1909",0,296.7,7.6
"272",37.7478,-121.4143,313.3,2010-04-23,"1909",41,297.4,4.9
"273",38.9061,-121.3354,311.2,2010-04-23,"1909",59,298.9,6.6
"274",35.6522,-120.0811,311.6,2010-04-23,"1909",62,294.2,8.7
"275",35.6496,-120.067,310.6,2010-04-23,"1909",47,296.9,7.6
"276",35.6516,-120.0722,316.1,2010-04-23,"1909",71,296,13.3
"277",35.6518,-120.0829,316.2,2010-04-24,"1814",57,298.4,42.9
"278",35.6518,-120.0888,313,2010-04-24,"1814",17,298.4,32.2
"279",42.1473,-124.2645,301.1,2010-04-25,"1856",45,290.9,6.1
"280",38.6191,-122.155,356.6,2010-04-25,"1856",98,299.1,81.2
"281",38.6176,-122.1429,312.3,2010-04-25,"1856",61,296.1,8.1
"282",38.8552,-122.8749,330,2010-04-25,"1856",84,300.1,30
"283",42.3947,-123.5334,307.6,2010-04-25,"1856",65,289.8,11.6
"284",34.4073,-118.7782,317.5,2010-04-25,"1857",52,305.7,10.1
"285",35.7265,-119.2317,318.4,2010-04-25,"1857",43,305,7.4
"286",37.9505,-121.3581,313.8,2010-04-25,"1857",0,301,4.9
"287",39.1055,-120.6857,313,2010-04-26,"1939",38,292.2,45.7
"288",39.0977,-120.6527,316.3,2010-04-26,"1939",57,291.6,60.3
"289",39.0913,-120.6896,316.7,2010-04-26,"1939",72,292,60.2
"290",39.0839,-120.6582,320.9,2010-04-26,"1939",77,291.1,79.8
"291",40.1022,-122.1932,305.3,2010-04-30,"1914",41,294.7,4
"292",35.9392,-119.076,313.4,2010-04-30,"1915",53,295.3,15.9
"293",38.3415,-120.4879,302.7,2010-04-30,"1915",50,288.2,8.4
"294",38.3388,-120.4735,305.9,2010-04-30,"1915",61,288,11.3
"295",37.91,-121.2478,310.4,2010-04-30,"1915",51,296.9,4.6
"296",35.6503,-120.0816,317.5,2010-04-30,"1916",71,301.5,17.9
"297",39.2522,-122.1622,314.7,2010-05-01,"1819",60,295.1,47.6
"298",39.2433,-122.1706,312.9,2010-05-01,"1819",40,294.1,33.7
"299",35.4956,-119.1782,316.4,2010-05-01,"1820",38,300.8,22.4
"300",35.6573,-120.08,319.4,2010-05-01,"1820",68,300.7,31.9
"301",35.6623,-120.0866,314.5,2010-05-01,"1820",33,299.5,16.5
"302",39.1486,-121.7432,312.6,2010-05-02,"1902",45,300,3.8
"303",39.4081,-121.7522,322.3,2010-05-02,"1902",80,303,11.4
"304",37.5536,-120.7456,311.3,2010-05-02,"1903",46,299.5,6.2
"305",36.9349,-120.2992,330.4,2010-05-02,"1903",84,302,25
"306",37.9086,-121.2411,315.3,2010-05-02,"1903",58,300.6,4.6
"307",34.8461,-118.4163,325.5,2010-05-03,"1808",68,307.2,48.4
"308",34.8473,-118.4088,325,2010-05-03,"1808",67,307.2,48.2
"309",39.3092,-121.7257,317.2,2010-05-03,"1945",74,303.1,41.9
"310",39.3086,-121.7307,315.1,2010-05-03,"1945",33,303.1,31.1
"311",39.3011,-121.6927,315,2010-05-03,"1945",66,302.4,33.9
"312",39.3007,-121.6976,317.2,2010-05-03,"1945",60,303,40
"313",38.3214,-120.8166,315,2010-05-04,"1850",69,297.4,10.8
"314",36.6133,-119.2549,322.7,2010-05-04,"1851",70,304.8,10.8
"315",36.6044,-119.2569,326.2,2010-05-04,"1851",76,304.9,13.9
"316",34.4791,-117.2871,323.1,2010-05-04,"1851",35,310,4.5
"317",37.5849,-120.8071,315.9,2010-05-04,"1851",67,302.3,7.5
"318",34.0962,-117.3902,325.2,2010-05-04,"1851",69,310.6,6.8
"319",40.8169,-121.2811,305.8,2010-05-05,"1933",62,287.1,18.4
"320",37.8437,-120.9248,313.3,2010-05-05,"1933",67,296.4,30.4
"321",34.333,-119.0991,307.5,2010-05-05,"1934",43,296.1,31.4
"322",40.8218,-121.2827,320.2,2010-05-06,"1838",78,290,37.6
"323",40.82,-121.2631,317.7,2010-05-06,"1838",75,290.9,32.4
"324",39.5635,-120.0601,313.5,2010-05-06,"1838",61,289.9,20
"325",37.2193,-119.6999,308.4,2010-05-06,"1838",44,294,7.2
"326",33.9641,-119.7191,310.7,2010-05-06,"1839",40,300.3,14.5
"327",35.886,-119.1888,326.3,2010-05-06,"1839",76,305.7,17.7
"328",35.8875,-119.2014,334.5,2010-05-06,"1839",85,306.9,30.5
"329",42.2537,-121.3353,324.6,2010-05-07,"1920",82,297.1,22.4
"330",40.816,-121.2564,310,2010-05-07,"1920",50,293.6,8.8
"331",40.8089,-121.275,330.9,2010-05-07,"1920",85,295.7,38.9
"332",40.8061,-121.2598,315,2010-05-07,"1920",69,293,14.5
"333",42.5705,-124.2799,359.9,2010-05-07,"1920",99,294,88
"334",42.5686,-124.2677,376.3,2010-05-07,"1920",100,297.4,141.4
"335",42.3226,-123.5937,316.7,2010-05-07,"1920",76,293,14.4
"336",42.3206,-123.5814,311.6,2010-05-07,"1920",70,292.4,10.1
"337",39.4034,-120.128,316.9,2010-05-07,"1921",61,293.7,23.9
"338",39.3926,-120.132,340.2,2010-05-07,"1921",68,295.9,80
"339",39.5555,-120.0666,308.7,2010-05-07,"1921",36,290.4,15.7
"340",39.5074,-121.7033,319.9,2010-05-07,"1921",58,306.8,11.9
"341",39.0976,-122.1831,318.5,2010-05-07,"1921",53,303.3,10.9
"342",38.7274,-123.0682,308,2010-05-07,"1921",41,297.1,6.9
"343",38.9061,-121.3366,314.1,2010-05-07,"1921",54,303.8,9.8
"344",39.4075,-121.7248,330.3,2010-05-07,"1921",85,307.9,29.6
"345",37.6369,-118.8326,317.3,2010-05-07,"1921",48,302.4,17.9
"346",37.631,-118.815,318.3,2010-05-07,"1921",68,302.9,22
"347",35.5263,-119.1285,319.3,2010-05-07,"1922",44,302.5,27.8
"348",35.8879,-119.1899,320.9,2010-05-07,"1922",69,304.9,32.1
"349",36.1351,-120.0912,322.5,2010-05-07,"1922",73,304.8,29.9
"350",36.1312,-120.0992,316.3,2010-05-07,"1922",46,304.1,16
"351",36.127,-120.0785,318.8,2010-05-07,"1922",52,304.1,21.5
"352",42.5596,-124.2118,327.7,2010-05-08,"1825",81,279.6,204.6
"353",38.7241,-121.4945,312,2010-05-08,"1826",42,297.9,23.6
"354",35.4923,-119.1749,325.5,2010-05-08,"1827",69,304.6,30.4
"355",35.8932,-119.2042,318.9,2010-05-08,"1827",31,303.6,13.6
"356",33.8805,-117.2955,327.4,2010-05-08,"1827",67,312.8,12.6
"357",42.5607,-124.2137,312.1,2010-05-08,"2003",49,277.4,71.9
"358",36.1848,-119.6843,313.9,2010-05-11,"1857",41,299.3,5.3
